2.050981857261112429e-02,-7.905065405311216195e-03
4.371195371621447445e-02,3.098628590231878796e-02
4.180073764912923401e-02,2.652268422189561423e-02
1.964971593696685989e-02,-9.878000903106462505e-03
4.373560037334930234e-02,3.172801297001392323e-02
2.031269286834506971e-02,-6.844896154669342057e-03
2.849817159933584407e-02,2.272522089278969544e-04
4.250824285481896725e-02,2.876566818126964284e-02
2.192431075354104794e-02,-5.571468148186331688e-03
4.399030871551999622e-02,3.231291443777094263e-02
4.415759875563262521e-02,3.295781354958459558e-02
2.448485753720639271e-02,-3.617377842229590502e-03
2.883745105087912389e-02,2.203753936951424568e-03
1.997392766807870243e-02,-7.392060239115625514e-03
4.319602683005414195e-02,2.990869155771234966e-02
2.918603804723929676e-02,2.425381891973729144e-03
2.077073892582159340e-02,-6.040309156200336302e-03
2.164377832905113597e-02,-6.732892767445183661e-03
1.966605724060686150e-02,-6.460070260653463271e-03
1.887825054481821752e-02,-1.097267819338994428e-02
2.270494868274648692e-02,-5.099724684514280251e-03
2.854162701193721854e-02,1.753832381267820574e-03
1.556262648898697198e-02,-9.129888092985210743e-03
4.181674098074215917e-02,2.579184195336203800e-02
1.699996715237447192e-02,-9.731021922367154298e-03
1.920131758828367771e-02,1.175300625042871193e-03
4.319655975098346534e-02,3.329642342227525503e-02
2.239858154119279271e-02,-5.716565259788363405e-03
2.875096468370889891e-02,1.147964980409364386e-02
2.563670434241912058e-02,-2.770908390676660171e-03
2.037057651014199944e-02,1.655575945799841932e-04
1.893812208683233814e-02,-1.006671926992874430e-02
2.111636858014297180e-02,-3.853610137146881894e-03
2.085878553248428011e-02,-6.592409841272170445e-03
1.790611222410303655e-02,-9.097269129588176836e-03
3.214988305276571257e-02,4.271982872560067292e-03
4.082079363425649560e-02,2.830190230406206750e-02
4.383966124305058859e-02,3.120386226170201657e-02
4.349291113423798399e-02,3.296295756801509436e-02
4.418025866126257251e-02,3.302786373529962433e-02
2.023784883902907811e-02,-5.618775408840040279e-03
2.535928324963214811e-02,7.066640408046240794e-03
4.419128688031387364e-02,3.350497165368539892e-02
2.356900304834469440e-02,-5.828622411713411944e-03
2.147563491310364170e-02,-7.331199040460267997e-03
1.745317917898760174e-02,-9.401333297272027739e-03
2.197242711546803368e-02,-6.112169802325404661e-03
2.185804424096457477e-02,-5.860427069893813477e-03
4.288604122740133362e-02,2.867626671386824116e-02
2.542559967988908612e-02,-3.264736068575596010e-03
1.866696181978790350e-02,-8.388145626156627913e-03
1.823713552646376648e-02,-9.103282880609873950e-03
4.292969941337947820e-02,2.971162974445698546e-02
1.729373746813534993e-02,8.875429092143170481e-03
1.933722793017621927e-02,-8.160314779334713192e-03
1.780214555680297364e-02,-9.676060855722203383e-03
3.856586392432331811e-02,2.413943428716765205e-02
2.996682475664939199e-02,8.023450886744923696e-03
1.960973748309212394e-02,-6.749643410720102508e-03
4.498572735348379398e-02,3.445849712399808029e-02
4.057128201289000868e-02,2.384882003673166259e-02
1.815897485443126666e-02,-8.754358196453343455e-03
1.821107093667666613e-02,-7.739100394673631943e-03
4.435426890728348670e-02,3.399836436335999801e-02
3.859577030834714789e-02,2.426117081278082732e-02
4.422847513794940510e-02,3.471707022934182596e-02
1.749857955954717617e-02,-9.550842620229040361e-03
1.961683250692596026e-02,-8.649936498611305452e-03
2.623178457550812484e-02,-2.274686515811300078e-03
2.179520941489274458e-02,-6.129442151640708374e-03
2.256764232735858008e-02,-5.728310001520923490e-03
4.134936642972534410e-02,2.854812782117368761e-02
4.474772584219165877e-02,3.516768979442615184e-02
2.581385191839176765e-02,-3.481954580877648603e-04
2.515446748020431361e-02,-2.366754820986757737e-03
1.872519391744782019e-02,-9.221081515689602895e-03
1.864268533568531200e-02,-9.705528278782555793e-03
4.431698640902798081e-02,3.277149360913390180e-02
1.820519060484395574e-02,-9.360232788548285277e-03
1.910599569029241065e-02,-6.278301310400153518e-03
4.408538335038134776e-02,3.273097540779985881e-02
2.551541740718392404e-02,6.847545177470966762e-03
2.705073384753939325e-02,-1.367620187676072329e-03
2.000687162957964782e-02,-7.842674721530558390e-03
2.106667124391317647e-02,-6.210296343075815718e-03
4.400452341429120229e-02,3.289173140021558334e-02
2.534013527704189264e-02,-3.561883289143261914e-03
2.161917198418990618e-02,-6.563097490910418594e-03
2.015489070172590824e-02,-7.007442160434688982e-03
2.848762504154211256e-02,1.129120198956641910e-02
1.662994818877929631e-02,-9.849448957516902803e-03
1.697993955772207630e-02,-1.073213717243183714e-02
1.883560489887206590e-02,5.646832287618929608e-04
1.820737726075834229e-02,-9.433814900873237555e-03
2.634517180913424628e-02,-1.793377072767206835e-03
1.941582549489617726e-02,-8.710897561835122260e-03
2.049689100462906075e-02,-7.880169764116522896e-03
2.281035742946741982e-02,-5.903366061620084204e-03
1.925723262410786868e-02,3.814459470234194544e-03
4.135312748163926660e-02,2.806617041363281342e-02
2.329884416659551427e-02,8.781746164849818905e-04
4.292034481603694551e-02,2.907603440927656810e-02
3.044321716483478282e-02,4.283288474623098314e-03
4.366544759093150818e-02,3.113902343794244451e-02
2.093243911603492186e-02,-6.633435386590454987e-03
1.800031304338647192e-02,6.588513180934978640e-03
4.430260330781030792e-02,3.270846639991231014e-02
1.974436473226488797e-02,-8.462601850293531916e-03
2.704558233045476281e-02,-1.453543834185315508e-03
1.628107229289630850e-02,-1.063579028415699915e-02
1.984144702955351405e-02,-8.529547396763165895e-03
4.323667030501023717e-02,3.055114674064278099e-02
2.859787262537148017e-02,-6.157231423103622656e-04
2.206517150692841392e-02,-3.735947129708315148e-03
4.262287245313455680e-02,2.835895577164109990e-02
2.020181726278092588e-02,-6.958556309276013943e-03
4.309179188607534933e-02,3.032321305186530536e-02
4.404896228764153959e-02,3.259819355478352221e-02
4.416752165102980771e-02,3.178345710497424564e-02
4.472720684426479548e-02,3.464142710562981287e-02
1.964761672952655691e-02,-8.332486245953065265e-03
4.412684714802667107e-02,3.298867658374543543e-02
4.374535227002946530e-02,3.041657575112441392e-02
1.425578152331735508e-02,7.735678828605325151e-03
1.791068322038960950e-02,6.908019039297290734e-03
4.037987298502149214e-02,2.747245968991203838e-02
1.891665522158395701e-02,-1.007461169995353852e-02
4.248665343649127984e-02,2.916679512316184414e-02
3.867238638578460175e-02,2.064853582594254958e-02
4.333997360246687192e-02,2.992901588205647626e-02
4.516097617575461076e-02,3.507820123903210990e-02
2.295621205232786094e-02,-4.498970007475847771e-03
