2.050981857261112429e-02,-7.905065405311216195e-03
4.371195371621448139e-02,3.098628590231878796e-02
4.180073764912923401e-02,2.652268422189561076e-02
1.964971593696685642e-02,-9.878000903106462505e-03
4.373560037334929540e-02,3.172801297001392323e-02
2.031269286834506971e-02,-6.844896154669342057e-03
2.849817159933584407e-02,2.272522089278969273e-04
4.250824285481896725e-02,2.876566818126963937e-02
2.192431075354104794e-02,-5.571468148186331688e-03
4.399030871552000316e-02,3.231291443777094263e-02
4.415759875563263215e-02,3.295781354958459558e-02
2.448485753720639271e-02,-3.617377842229591370e-03
2.883745105087912389e-02,2.203753936951424568e-03
1.997392766807870243e-02,-7.392060239115625514e-03
4.319602683005414195e-02,2.990869155771234966e-02
2.918603804723929676e-02,2.425381891973728710e-03
2.077073892582159687e-02,-6.040309156200336302e-03
2.164377832905113250e-02,-6.732892767445183661e-03
1.966605724060686150e-02,-6.460070260653463271e-03
1.887825054481821752e-02,-1.097267819338994428e-02
2.270494868274648692e-02,-5.099724684514280251e-03
2.854162701193721507e-02,1.753832381267820357e-03
1.556262648898697198e-02,-9.129888092985209008e-03
4.181674098074215917e-02,2.579184195336204147e-02
1.699996715237447192e-02,-9.731021922367154298e-03
1.920131758828368118e-02,1.175300625042871193e-03
4.319655975098346534e-02,3.329642342227525503e-02
2.239858154119279271e-02,-5.716565259788363405e-03
2.875096468370889544e-02,1.147964980409364386e-02
2.563670434241912058e-02,-2.770908390676660171e-03
2.037057651014199944e-02,1.655575945799841932e-04
1.893812208683233467e-02,-1.006671926992874430e-02
2.111636858014296833e-02,-3.853610137146881460e-03
2.085878553248428011e-02,-6.592409841272169578e-03
1.790611222410303655e-02,-9.097269129588176836e-03
3.214988305276571257e-02,4.271982872560067292e-03
4.082079363425649560e-02,2.830190230406206750e-02
4.383966124305058165e-02,3.120386226170201657e-02
4.349291113423798399e-02,3.296295756801509436e-02
4.418025866126256557e-02,3.302786373529962433e-02
2.023784883902908158e-02,-5.618775408840040279e-03
2.535928324963214811e-02,7.066640408046240794e-03
4.419128688031387364e-02,3.350497165368539892e-02
2.356900304834469093e-02,-5.828622411713411944e-03
2.147563491310364170e-02,-7.331199040460268865e-03
1.745317917898759827e-02,-9.401333297272029474e-03
2.197242711546803715e-02,-6.112169802325404661e-03
2.185804424096457130e-02,-5.860427069893812610e-03
4.288604122740132668e-02,2.867626671386824116e-02
2.542559967988908959e-02,-3.264736068575596010e-03
1.866696181978790350e-02,-8.388145626156629647e-03
1.823713552646376648e-02,-9.103282880609873950e-03
4.292969941337947820e-02,2.971162974445698546e-02
1.729373746813534646e-02,8.875429092143168747e-03
1.933722793017621580e-02,-8.160314779334713192e-03
1.780214555680297364e-02,-9.676060855722205117e-03
3.856586392432331811e-02,2.413943428716764858e-02
2.996682475664939199e-02,8.023450886744923696e-03
1.960973748309212394e-02,-6.749643410720103376e-03
