1.313050127654887156e+00,-4.759333496736808389e-01,4.867039565058277062e-01
1.197870054300099962e+00,-5.796800713872448663e-01,3.217502794035829172e-01
1.280584906685706459e+00,-5.038201832615177844e-01,4.571419114446564347e-01
1.115833098044653804e+00,-6.402695733897213470e-01,5.129203037529961318e-01
8.790678592677649839e-01,-7.499512851082861253e-01,4.293461653043538773e-01
1.126050513091878980e+00,-6.415484678116540884e-01,4.785202524552599201e-01
9.257417200481816710e-01,-6.594548986543788960e-01,4.456973396003687804e-01
7.595786027382085415e-01,-6.300969608112055864e-01,4.150157862035708245e-01
8.615299474409300329e-01,-5.860687685083282306e-01,3.208063053705737522e-01
9.544989693544684295e-01,-7.158066502441603474e-01,4.303834339476847459e-01
9.366477848864095401e-01,-7.470939630638538942e-01,6.872240066281950499e-01
9.530070201156208842e-01,-6.597657361013158361e-01,3.775581732624472830e-01
7.217566171062541613e-01,-7.149079958922797129e-01,6.451111531764891494e-01
1.047713768975412352e+00,-6.923102137712758841e-01,5.939451990774563539e-01
3.028169820342359597e-01,-4.146260827742035415e-01,2.030190000846645582e+00
7.842355358472452576e-01,-5.424368335439727629e-01,5.076339390050412792e-01
9.003775784506136137e-01,-6.059727479264065408e-01,3.794544100500265027e-01
1.014086348897317968e+00,-6.058551231373155987e-01,2.787367067945340504e-01
8.202071543247124730e-01,-5.561994796962353993e-01,3.986460986854187816e-01
1.046832083331828533e+00,-7.044983855005797491e-01,7.120803582779053897e-01
7.089568233930526597e-01,-5.558492987840621957e-01,3.336227598247147874e-01
1.018096145562374932e+00,-7.146508687473849264e-01,6.665663827328035529e-01
9.399642686757746501e-01,-6.654420829912041091e-01,2.845555728139688156e-01
1.005365923889467439e+00,-7.166189863462997245e-01,7.555731704016951378e-01
9.241706225681582954e-01,-6.589725473353136298e-01,4.623081798486282090e-01
9.427245417517406967e-01,-6.357756318155672881e-01,4.296526874231873516e-01
1.004829471291254439e+00,-7.002255596495591261e-01,4.762705942700413697e-01
7.339727812843221955e-01,-6.100823801362430521e-01,7.229077794368178322e-01
2.183409633293364183e-01,-1.155419712588700021e+00,6.750828599557496812e-01
1.058418254190540475e+00,-6.776458359399240017e-01,5.959962808089392938e-01
9.031448856155985805e-01,-6.172549654967697252e-01,3.154888585071630169e-01
8.604889956285991515e-01,-6.348178273147120354e-01,4.729623628727638307e-01
8.275658344916826392e-01,-5.992251412554260304e-01,3.824469493886920035e-01
8.195216518543253503e-01,-6.756728707187364957e-01,5.203903025566265494e-01
1.080582377495054924e+00,-7.036402585455497904e-01,2.700110356356485997e-01
1.100798744305464094e+00,-6.870665023311290920e-01,3.192982780046563773e-01
8.497868870316042100e-01,-6.693406988881455133e-01,3.968801639185947638e-01
9.602093942423752804e-01,-6.823540916946202461e-01,5.315930971474696065e-01
7.355967013394909548e-01,-6.362651838260027226e-01,5.633340318923137913e-01
9.863603974211465619e-01,-6.473764228992037184e-01,5.047396738995193477e-01
5.382963539520040364e-01,-8.482083798047247436e-01,6.191171416363406843e-01
1.060207699528084024e+00,-6.889980188422287766e-01,6.267443262224187128e-01
1.072257484502666225e+00,-6.489128814912223930e-01,4.493332176311865545e-01
8.124390276264138455e-01,-7.342149460996241217e-01,7.285114685501963283e-01
7.924214882738559451e-01,-6.084309803672910411e-01,6.563611800559003839e-01
9.365579185868831980e-01,-7.045269237422780995e-01,5.699808928149795451e-01
1.021696809024770225e+00,-5.965444911379962356e-01,3.329118904006176938e-01
8.137168368639721150e-01,-6.311617865467620270e-01,3.826771329269041400e-01
9.544379073618556308e-01,-7.171239486738176794e-01,4.513449278584872881e-01
1.114849231643734173e+00,-6.353957340968727774e-01,4.526254355869725465e-01
7.811770851556917306e-01,-6.183170390788368387e-01,3.461401355940370017e-01
1.030771355912596610e+00,-7.176259628297404491e-01,7.889294857622523027e-01
8.438900249644056828e-01,-6.017666722613795871e-01,4.313767300519601444e-01
1.085530939025373343e+00,-6.735286197197956071e-01,5.962240910601541710e-01
7.965939059246525122e-01,-5.723278578172266151e-01,6.570927839438217566e-01
8.035634935340261187e-01,-5.632022552465960619e-01,6.498833481104566712e-01
8.359195082354040629e-01,-6.346860704490390193e-01,3.049990594566106550e-01
8.637825233911320399e-01,-6.062088652577947157e-01,3.152499462863913027e-01
8.005711722750262771e-01,-5.921107259137134982e-01,5.865518768460629140e-01
9.389915051716387628e-01,-7.491962454422277373e-01,4.872470945868153658e-01
7.901377056286306155e-01,-5.473950314492930236e-01,4.759319844118320431e-01
8.252206685809264641e-01,-6.933099179803653422e-01,4.410932272739047089e-01
7.588889177347336590e-01,-6.609288040919256701e-01,7.355108419521121377e-01
1.098410600889072386e+00,-6.341518938476623513e-01,5.417638069832606540e-01
7.255035651233304739e-01,-7.101915927116991822e-01,6.022498294768844351e-01
8.034581312903968930e-01,-5.367042913168408313e-01,3.634260331321745308e-01
7.708329240329597765e-01,-7.260266827415499113e-01,7.041928972208625348e-01
7.375170566025769370e-01,-6.973843290396533057e-01,4.813513870805508632e-01
9.354734270941075236e-01,-6.379753363390767706e-01,4.254528548292409451e-01
9.419102497772052773e-01,-6.684415739913284193e-01,4.189288913336572939e-01
7.901031749690271555e-01,-6.254284772811923299e-01,5.785850459973692628e-01
8.269209974441878996e-01,-7.956780831779127761e-01,3.938119331052189476e-01
1.008636379171896857e+00,-7.179128970706812884e-01,7.765074304392518556e-01
8.847667225575646111e-01,-7.761145151365600459e-01,7.296905085814556768e-01
1.033448792231671076e+00,-7.075707992311240924e-01,6.837120253165992478e-01
7.987211136717525806e-01,-7.103811949452202290e-01,7.350531692889697988e-01
4.251410359112299808e-01,-7.362051787440119233e-01,5.988372934277852444e-01
1.052220242839450703e+00,-6.989772651443281193e-01,6.686794371829820616e-01
1.003257193568147354e+00,-7.059848013781819809e-01,7.540037481560423194e-01
9.460011254826625748e-01,-7.020133556097227778e-01,4.357003182151282794e-01
9.226733812311473937e-01,-7.031529931907942732e-01,4.461296096434473890e-01
7.550873515758654841e-01,-5.466942240706321732e-01,4.186996505335586760e-01
9.804795183246899359e-01,-6.250122348496981450e-01,3.959735552679947701e-01
8.222908713488482624e-01,-5.429257965742737557e-01,4.476662888284551056e-01
9.842861171315847590e-01,-6.842773308666375565e-01,4.644447615986099231e-01
8.181990507616075936e-01,-6.703929423058723192e-01,4.570153264424608452e-01
1.124719298030572023e+00,-6.363520248800771384e-01,4.839399765072071036e-01
8.302835891839335236e-01,-5.646519435271782905e-01,4.138076162101659849e-01
1.055986889410681195e+00,-6.581336026299039466e-01,5.330038223942727971e-01
9.494147632704220685e-01,-6.652928414830551196e-01,4.806601646468592337e-01
7.759687648205036981e-01,-7.480734748948757451e-01,8.168917443251998423e-01
6.273866447613088981e-01,-5.183170344572642918e-01,4.653830529454118237e-01
1.180625291454999282e+00,-5.780465083718080432e-01,4.584257269527402534e-01
8.305963842852686074e-01,-5.774092782929575174e-01,3.122216683758333722e-01
7.969013803876739965e-01,-6.095903349937282778e-01,6.314148930917758973e-01
8.325838647381428315e-01,-6.970629376851157355e-01,6.172596728202098815e-01
9.059316585553109924e-01,-6.748789588925437899e-01,5.554973177591098210e-01
8.453546394221289617e-01,-6.543766944910347494e-01,4.566718975410020698e-01
7.625024260967322443e-01,-7.364047543509382177e-01,5.933036522267933766e-01
8.436788630239601128e-01,-7.252587382666353388e-01,5.697120296678825913e-01
1.000536222566477784e+00,-7.014671024463192683e-01,3.960873188096079578e-01
8.441645708296238171e-01,-6.721892046458000092e-01,4.366033958440738716e-01
1.046582966585516195e+00,-6.716980570354240676e-01,5.058689374045318710e-01
8.129548586695413137e-01,-6.364896391602180570e-01,5.709492150798820553e-01
1.074814683273245031e+00,-6.823489617232314508e-01,6.266888578505672713e-01
8.043551008883950137e-01,-7.397840246229197003e-01,7.546857150064248954e-01
1.031071393717154727e+00,-6.668076336589621178e-01,3.986566508251178642e-01
7.850433324052414896e-01,-6.384407015680854114e-01,4.940502525993280547e-01
9.257391481341270545e-01,-6.516358131707843393e-01,4.329271568941084891e-01
5.702979785025557025e-01,-8.628555900955652280e-01,4.755125432485413639e-01
1.102388298541133738e+00,-6.531035837968489632e-01,5.523902795554037626e-01
8.472509289579279734e-01,-7.088580348658105601e-01,6.218238788772413317e-01
8.851917208430315487e-01,-7.768778208146943642e-01,7.294567425370804825e-01
7.492034883142090207e-01,-5.161332515150131028e-01,4.726811185743755583e-01
9.057098287377591816e-01,-6.766135879417637389e-01,5.126935945960269247e-01
8.420938690824941730e-01,-5.278292841457756790e-01,2.869030814201994906e-01
9.362948093223781854e-01,-7.573729955328578622e-01,6.989645736243760288e-01
7.864677457320431442e-01,-7.583546177453706072e-01,7.649233887423477762e-01
1.034865557934380176e+00,-7.090587731304257568e-01,7.327287158759880903e-01
8.877858779486804686e-01,-7.888439336077028852e-01,7.626458146670328508e-01
7.594115833738680488e-01,-7.276829506265047876e-01,7.957189812980968169e-01
1.752129599530352633e-01,-9.434435415454448526e-01,1.473291033098721670e+00
1.083924433628333794e+00,-6.643015439390603794e-01,5.708939349793976659e-01
8.506816157668479761e-01,-7.658572346627943173e-01,7.380555384785894013e-01
7.766416315112769642e-01,-7.147031712134576109e-01,5.067404316034813672e-01
7.502741237117034334e-01,-7.711979827222515960e-01,9.292749647395779355e-01
8.515850270209807116e-01,-6.564369302848492849e-01,3.871472785064543065e-01
9.049417360255157528e-01,-6.661937138784286283e-01,5.029544990780528968e-01
1.009020467455447934e+00,-7.037570161058471774e-01,5.116405957489202905e-01
1.030093918628180116e+00,-6.969910012301923086e-01,7.378075866573157171e-01
9.514119728865675363e-01,-6.114008072229409896e-01,2.687952840381562236e-01
